id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_state_name,place_country_name,place_admin1_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
140248005,2022-10-28 08:56:10,2022-10-28,2022-10-28 11:56:10 UTC,Montevideo,6198394,quimica_amiga,Quimica Amiga Educación Media,2022-10-28 12:12:29 UTC,2022-11-03 10:03:05 UTC,research,,https://www.inaturalist.org/observations/140248005,https://static.inaturalist.org/photos/240043836/medium.jpeg,,"",,2,0,false,2,Paysandú,-32.3111416128,-58.0757702887,6676,,,,6676,,,false,gps,gps,Paysandú,Uruguay,Paysandú,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,
140251954,2022-10-28 09:59:32,2022-10-28,2022-10-28 12:59:32 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-28 13:03:35 UTC,2023-03-23 05:19:05 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/140251954,https://inaturalist-open-data.s3.amazonaws.com/photos/240051415/medium.jpeg,,"",Fotografiada en uno de los postes de entrada de una casa.,1,0,false,2,"Ruta 74 Y Klm.32.800, 15500 Departamento de Canelones, Uruguay",-34.714944,-56.052542,6,,,,6,,,false,gps,gps,Canelones,Uruguay,Canelones,Arctiinae,Arctiinae,,Insecta,47606,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,
140252500,2022-10-28 09:49:39,2022-10-28,2022-10-28 12:49:39 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-28 13:10:11 UTC,2023-08-30 20:50:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140252500,https://inaturalist-open-data.s3.amazonaws.com/photos/240052449/medium.jpeg,,"",No tengo idea de que especie es realmente.,1,0,false,2,"Ruta 74 Y Klm.32.800, 15500 Departamento de Canelones, Uruguay",-34.7148559285,-56.0528167337,367,,,,367,,,false,gps,gps,Canelones,Uruguay,Canelones,Pterostichini,Pterostichini,,Insecta,202057,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,,
140252698,2022-10-28 09:30:32,2022-10-28,2022-10-28 12:30:32 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-28 13:13:06 UTC,2022-10-31 19:14:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140252698,https://inaturalist-open-data.s3.amazonaws.com/photos/240052873/medium.jpeg,,"","Gracias a quien las identifico, no sabia que eran hormigas carpinteras.",1,0,false,2,"7WPX+W9R, 15500 Villa San Felipe, Canelones Department, Uruguay",-34.713957,-56.051671,13,,,,13,,,false,,,Canelones,Uruguay,Canelones,Hormigas Carpinteras,Camponotus,Hormigas carpinteras,Insecta,62781,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,
140254300,2022-10-28 10:31:52,2022-10-28,2022-10-28 13:31:52 UTC,Montevideo,6280113,luis2168,Luis Fiallo,2022-10-28 13:33:59 UTC,2022-10-28 18:18:10 UTC,casual,,https://www.inaturalist.org/observations/140254300,https://static.inaturalist.org/photos/240056152/medium.jpeg,,"",,0,0,true,2,Javier de Viana,-30.4309151348,-56.7833398283,826,,,,826,,,false,gps,gps,Artigas,Uruguay,Artigas,insecto,Scaritini,,Insecta,423149,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,,
140254693,2022-10-28 10:37:38,2022-10-28,2022-10-28 13:37:38 UTC,Montevideo,5913761,mariana921,Mariana Diaz da Cunha,2022-10-28 13:38:11 UTC,2022-10-29 12:57:02 UTC,casual,,https://www.inaturalist.org/observations/140254693,https://static.inaturalist.org/photos/240056785/medium.jpeg,,"",,1,0,true,2,"Monaco, 20000 Maldonado, Departamento de Maldonado, Uruguay",-34.9177236,-54.9544376,19,,,,19,,,false,,,Maldonado,Uruguay,Maldonado,"sunflowers, daisies, asters, and allies",Euryops chrysanthemoides,Margarita Africana Amarilla,Plantae,162895,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Euryops,Euryops chrysanthemoides,
140254745,2022-10-28 10:38:09,2022-10-28,2022-10-28 13:38:09 UTC,Montevideo,5913761,mariana921,Mariana Diaz da Cunha,2022-10-28 13:38:47 UTC,2022-12-29 14:20:10 UTC,casual,,https://www.inaturalist.org/observations/140254745,https://static.inaturalist.org/photos/240056833/medium.jpeg,,"",,1,0,true,2,"20005 Departamento de Maldonado, Uruguay",-34.9177587,-54.9543385,27,,,,27,,,false,,,Maldonado,Uruguay,Maldonado,dicots,Dianthus,Claveles y parientes,Plantae,60001,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,,
140254781,2022-10-28 10:38:41,2022-10-28,2022-10-28 13:38:41 UTC,Montevideo,5913761,mariana921,Mariana Diaz da Cunha,2022-10-28 13:39:09 UTC,2023-11-13 09:49:39 UTC,needs_id,,https://www.inaturalist.org/observations/140254781,https://static.inaturalist.org/photos/240056859/medium.jpeg,,"",,5,0,false,2,"20005 Departamento de Maldonado, Uruguay",-34.9177295,-54.9542589,25,,,,25,,,false,,,Maldonado,Uruguay,Maldonado,dicots,Magnoliopsida,"Magnolias, margaritas y parientes (dicotiledóneas)",Plantae,47124,Plantae,Tracheophyta,Magnoliopsida,,,,,
140254904,2022-10-28 10:31:22,2022-10-28,2022-10-28 13:31:22 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-28 13:40:43 UTC,2022-10-31 19:34:37 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/140254904,https://inaturalist-open-data.s3.amazonaws.com/photos/240057084/medium.jpeg,,"","Fotografiados en unas macetas cercanos a una casa, uno de estos organismos increiblemente es ""silvestre"", lo halle dentro de un bloque en una casa abandonada, pero lo dudo completamente.",0,0,true,2,"Ruta 74 Y Klm.32.800, 15500 Departamento de Canelones, Uruguay",-34.713974,-56.051706,27,,,,27,,,false,,,Canelones,Uruguay,Canelones,Magueycitos Sudafricanos,Haworthiopsis,Magueycitos sudafricanos,Plantae,576771,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Haworthiopsis,,
140255831,2022-10-28 10:30:25,2022-10-28,2022-10-28 13:30:25 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-28 13:50:07 UTC,2022-10-31 19:34:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140255831,https://inaturalist-open-data.s3.amazonaws.com/photos/240058884/medium.jpeg,,"",Estoy seguro que por las mandibulas ha de ser una larva de escarabajo.,0,0,false,2,"Ruta 74 Y Klm.32.800, 15500 Departamento de Canelones, Uruguay",-34.714679,-56.052402,13,,,,13,,,false,gps,gps,Canelones,Uruguay,Canelones,Escarabajos Y Parientes,Coleoptera,Escarabajos y parientes,Insecta,47208,Animalia,Arthropoda,Insecta,Coleoptera,,,,
140256442,2022-10-28 10:29:25,2022-10-28,2022-10-28 13:29:25 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-28 13:56:18 UTC,2022-10-28 16:07:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140256442,https://inaturalist-open-data.s3.amazonaws.com/photos/240059976/medium.jpeg,,"",Fotografiada en una rama de pino.,1,0,false,2,"Ruta 74 Y Klm.32.800, 15500 Departamento de Canelones, Uruguay",-34.71419863,-56.0520724207,792,,,,792,,,false,gps,gps,Canelones,Uruguay,Canelones,Moscas calígrafas,Toxomerus,Moscas calígrafas,Insecta,58753,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,,
140256570,2022-10-28 10:27:10,2022-10-28,2022-10-28 13:27:10 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-28 13:57:37 UTC,2023-03-26 11:36:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140256570,https://inaturalist-open-data.s3.amazonaws.com/photos/240060205/medium.jpeg,,"",Fotografiadas en una planta de rosal.,3,0,false,2,"Ruta 74 Y Klm.32.800, 15500 Departamento de Canelones, Uruguay",-34.714799,-56.052433,27,,,,27,,,false,gps,gps,Canelones,Uruguay,Canelones,Camponotus mus,Camponotus mus,Hormiga carpintera,Insecta,416827,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus mus,
140257046,2022-10-28 10:59:46,2022-10-28,2022-10-28 13:59:46 UTC,Montevideo,6280134,wendy1130,Wendy alvez,2022-10-28 14:02:50 UTC,2022-12-12 08:03:54 UTC,research,,https://www.inaturalist.org/observations/140257046,https://static.inaturalist.org/photos/240060944/medium.jpeg,,"",,3,0,false,2,"55000 Javier de Viana, Departamento de Artigas, Uruguay",-30.4276266959,-56.783060208,4,,,,4,,,false,gps,gps,Artigas,Uruguay,Artigas,oceanblue morning glory,Ipomoea indica,bejuco blanco,Plantae,77496,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea indica,
140257274,2022-10-28 11:00:06,2022-10-28,2022-10-28 14:00:06 UTC,Montevideo,6280113,luis2168,Luis Fiallo,2022-10-28 14:04:04 UTC,2022-12-12 08:03:55 UTC,research,,https://www.inaturalist.org/observations/140257274,https://static.inaturalist.org/photos/240061178/medium.jpeg,,"",,4,0,false,2,Javier de Viana,-30.4309151348,-56.7833398283,826,,,,826,,,false,gps,gps,Artigas,Uruguay,Artigas,bejuco blanco,Ipomoea indica,bejuco blanco,Plantae,77496,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea indica,
140257705,2022-10-28 11:00:06,2022-10-28,2022-10-28 14:00:06 UTC,Montevideo,6280113,luis2168,Luis Fiallo,2022-10-28 14:08:12 UTC,2022-10-28 23:24:10 UTC,needs_id,,https://www.inaturalist.org/observations/140257705,https://static.inaturalist.org/photos/240061819/medium.jpeg,,"",,4,0,false,2,Javier de Viana,-30.4309151348,-56.7833398283,826,,,,826,,open,false,gps,gps,Artigas,Uruguay,Artigas,Culebra verde y amarilla,Erythrolamprus poecilogyrus,Culebra verde y amarilla,Reptilia,539693,Animalia,Chordata,Reptilia,Squamata,Colubridae,Erythrolamprus,Erythrolamprus poecilogyrus,
140257831,2022-10-28 11:09:10,2022-10-28,2022-10-28 14:09:10 UTC,Montevideo,5913761,mariana921,Mariana Diaz da Cunha,2022-10-28 14:09:51 UTC,2022-12-29 14:19:49 UTC,casual,,https://www.inaturalist.org/observations/140257831,https://static.inaturalist.org/photos/240062107/medium.jpeg,,"",,1,0,true,2,"20005 Departamento de Maldonado, Uruguay",-34.917792,-54.9542414,27,,,,27,,,false,,,Maldonado,Uruguay,Maldonado,"sunflowers, daisies, asters, and allies",Argyranthemum frutescens,Margarita de las Islas Canarias,Plantae,181635,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Argyranthemum,Argyranthemum frutescens,
140258170,2022-10-28 11:04:18,2022-10-28,2022-10-28 14:04:18 UTC,Montevideo,6198394,quimica_amiga,Quimica Amiga Educación Media,2022-10-28 14:13:08 UTC,2022-10-28 14:13:19 UTC,needs_id,,https://www.inaturalist.org/observations/140258170,https://static.inaturalist.org/photos/240062657/medium.jpeg,,"",,0,0,false,2,Paysandú,-32.3111416128,-58.0757702887,6676,,,,6676,,,false,gps,gps,Paysandú,Uruguay,Paysandú,Garrapatas café de perro,Rhipicephalus,Garrapatas café de perro,Arachnida,172349,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Rhipicephalus,,
140258263,2022-10-28 11:13:31,2022-10-28,2022-10-28 14:13:31 UTC,Montevideo,5913761,mariana921,Mariana Diaz da Cunha,2022-10-28 14:14:10 UTC,2022-12-19 22:17:03 UTC,casual,,https://www.inaturalist.org/observations/140258263,https://static.inaturalist.org/photos/240062911/medium.jpeg,,"",,1,0,true,2,"20005 Departamento de Maldonado, Uruguay",-34.9181177,-54.9543937,22,,,,22,,,false,,,Maldonado,Uruguay,Maldonado,dicots,Magnoliopsida,"Magnolias, margaritas y parientes (dicotiledóneas)",Plantae,47124,Plantae,Tracheophyta,Magnoliopsida,,,,,
140258340,2022-10-28 11:14:12,2022-10-28,2022-10-28 14:14:12 UTC,Montevideo,5913761,mariana921,Mariana Diaz da Cunha,2022-10-28 14:14:53 UTC,2022-12-29 14:19:22 UTC,casual,,https://www.inaturalist.org/observations/140258340,https://static.inaturalist.org/photos/240062999/medium.jpeg,,"",,1,0,true,2,"Monaco, 20000 Maldonado, Departamento de Maldonado, Uruguay",-34.9183652,-54.9543232,18,,,,18,,,false,,,Maldonado,Uruguay,Maldonado,bellflower family,Lobelia erinus,,Plantae,77797,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia,Lobelia erinus,
140258403,2022-10-28 11:14:44,2022-10-28,2022-10-28 14:14:44 UTC,Montevideo,5913761,mariana921,Mariana Diaz da Cunha,2022-10-28 14:15:22 UTC,2022-12-19 22:17:07 UTC,casual,,https://www.inaturalist.org/observations/140258403,https://static.inaturalist.org/photos/240063027/medium.jpeg,,"",,1,0,true,2,"Monaco, 20000 Maldonado, Departamento de Maldonado, Uruguay",-34.9183039,-54.9543436,18,,,,18,,,false,,,Maldonado,Uruguay,Maldonado,Milkworts,Polygala myrtifolia,Lechera del Cabo,Plantae,181610,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,Polygala myrtifolia,
140260344,2022-10-28 11:19:21,2022-10-28,2022-10-28 14:19:21 UTC,Montevideo,6280125,jeronimo45,Jeronimo Ramirez,2022-10-28 14:38:10 UTC,2022-10-31 01:29:35 UTC,research,,https://www.inaturalist.org/observations/140260344,https://static.inaturalist.org/photos/240066752/medium.jpeg,,"",,2,0,false,2,Javier de Viana,-30.4309151348,-56.7833398283,826,,,,826,,,false,gps,gps,Artigas,Uruguay,Artigas,Bluecrown passionflower,Passiflora caerulea,Mburucuyá,Plantae,51454,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Passiflora caerulea,
140260381,2022-10-28 11:40:00,2022-10-28,2022-10-28 14:40:00 UTC,Montevideo,6280118,ayelen13,Ayelén Viera,2022-10-28 14:38:38 UTC,2022-12-12 08:03:50 UTC,research,,https://www.inaturalist.org/observations/140260381,https://static.inaturalist.org/photos/240066805/medium.jpeg,,"",,3,0,false,2,Javier de Viana,-30.4309151348,-56.7833398283,828,,,,828,,,false,gps,gps,Artigas,Uruguay,Artigas,bejuco blanco,Ipomoea indica,bejuco blanco,Plantae,77496,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea indica,
140261201,2022-10-28 11:31:44,2022-10-28,2022-10-28 14:31:44 UTC,Montevideo,6280118,ayelen13,Ayelén Viera,2022-10-28 14:47:03 UTC,2023-06-27 01:08:06 UTC,research,,https://www.inaturalist.org/observations/140261201,https://static.inaturalist.org/photos/240068115/medium.jpeg,,"",,2,0,false,2,Javier de Viana,-30.4309151348,-56.7833398283,828,,,,828,,,false,gps,gps,Artigas,Uruguay,Artigas,Eurata hilaris,Eurata hilaris,,Insecta,1148830,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eurata,Eurata hilaris,
140261355,2022-10-28 11:19:06,2022-10-28,2022-10-28 14:19:06 UTC,Montevideo,6280118,ayelen13,Ayelén Viera,2022-10-28 14:48:37 UTC,2022-10-28 16:37:35 UTC,research,,https://www.inaturalist.org/observations/140261355,https://static.inaturalist.org/photos/240068357/medium.jpeg,,"",,2,0,false,2,Javier de Viana,-30.4309151348,-56.7833398283,828,,,,828,,,false,gps,gps,Artigas,Uruguay,Artigas,Senecio selloi,Senecio selloi,,Plantae,790303,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio selloi,
140262260,2022-10-28 11:05:42,2022-10-28,2022-10-28 14:05:42 UTC,Montevideo,6280118,ayelen13,Ayelén Viera,2022-10-28 14:58:14 UTC,2022-11-01 01:23:10 UTC,research,,https://www.inaturalist.org/observations/140262260,https://static.inaturalist.org/photos/240069975/medium.jpeg,,"",,3,0,false,2,Javier de Viana,-30.4309151348,-56.7833398283,828,,,,828,,open,false,gps,gps,Artigas,Uruguay,Artigas,Culebra verde y amarilla,Erythrolamprus poecilogyrus,Culebra verde y amarilla,Reptilia,539693,Animalia,Chordata,Reptilia,Squamata,Colubridae,Erythrolamprus,Erythrolamprus poecilogyrus,
140263121,2022-10-28 12:02:28,2022-10-28,2022-10-28 15:02:28 UTC,Montevideo,6198394,quimica_amiga,Quimica Amiga Educación Media,2022-10-28 15:06:16 UTC,2022-10-28 18:18:53 UTC,needs_id,,https://www.inaturalist.org/observations/140263121,https://static.inaturalist.org/photos/240071363/medium.jpeg,,"",,2,0,false,2,Paysandú,-32.3111416128,-58.0757702887,6676,,,,6676,,,false,gps,gps,Paysandú,Uruguay,Paysandú,Clytrini,Clytrini,,Insecta,418621,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,
140263180,2022-10-28 12:04:15,2022-10-28,2022-10-28 15:04:15 UTC,Montevideo,5890577,enriquecenoz,Enrique Cenoz,2022-10-28 15:07:08 UTC,2022-10-28 15:59:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140263180,https://inaturalist-open-data.s3.amazonaws.com/photos/240071533/medium.jpeg,,"",,1,0,false,2,"20003 Punta Ballena, Departamento de Maldonado, Uruguay",-34.8953364833,-55.0379032,1,,,,1,,,false,,,Maldonado,Uruguay,Maldonado,Senecio crassiflorus,Senecio crassiflorus,,Plantae,380978,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio crassiflorus,
140263712,2022-10-28 12:11:48,2022-10-28,2022-10-28 15:11:48 UTC,Montevideo,6285732,sebastian1219,Sebastián Bajsa,2022-10-28 15:13:12 UTC,2022-10-28 16:36:42 UTC,casual,,https://www.inaturalist.org/observations/140263712,https://static.inaturalist.org/photos/240072639/medium.jpeg,,"",,2,0,true,2,"Ejido y Soriano, 11200 Montevideo, Departamento de Montevideo, Uruguay",-34.9070661,-56.1867302,14,,,,14,,,false,,,Montevideo,Uruguay,Montevideo,Siempreverde china,Aglaonema commutatum,Siempreverde china,Plantae,158118,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Aglaonema,Aglaonema commutatum,
140265297,2022-10-28 12:17:14,2022-10-28,2022-10-28 15:17:14 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-28 15:28:45 UTC,2022-10-31 19:29:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140265297,https://inaturalist-open-data.s3.amazonaws.com/photos/240075733/medium.jpeg,,"",Fotografiada cercana a la entrada de una casa.,1,0,false,2,"Ruta 74 Y Klm.32.800, 15500 Departamento de Canelones, Uruguay",-34.714979,-56.052578,6,,,,6,,,false,,,Canelones,Uruguay,Canelones,Verbena montevidensis,Verbena montevidensis,,Plantae,170151,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,Verbena montevidensis,
140265428,2022-10-28 12:18:19,2022-10-28,2022-10-28 15:18:19 UTC,Montevideo,6285764,andres941,Andrés Riva Goday,2022-10-28 15:30:12 UTC,2023-01-15 23:17:46 UTC,needs_id,"",https://www.inaturalist.org/observations/140265428,https://static.inaturalist.org/photos/240075957/medium.jpeg,,"",,0,0,false,2,"97000, Uruguay",-32.964328,-55.5949129722,,,,,,,,false,,,Durazno,Uruguay,Durazno,,Lepidoptera,Mariposas y polillas,Insecta,47157,Animalia,Arthropoda,Insecta,Lepidoptera,,,,
